"","ID","names","N_chars"
"617","HAO:0000113","anterior labral retractor","0"
"618","HAO:0000114","anterior margin of the speculum","0"
"619","HAO:0000115","anterior mesofurco-mesolaterophragmal muscle","0"
"620","HAO:0000116","anterior mesopleural area","0"
"621","HAO:0000117","anterior mesopleural sulcus","0"
"622","HAO:0000118","anterior mesopleuro-mesofurcal muscle","0"
"623","HAO:0000119","anterior mesopleuro-third axillary sclerite of fore wing muscle","0"
"624","HAO:0000120","anterior notal wing process","0"
"625","HAO:0000122","anterior process of the pronotum","0"
"626","HAO:0000125","anterior rim of pronotum","0"
"627","HAO:0000126","anterior tentorial pit","0"
"628","HAO:0000127","antero-dorsal incision of mesopleuron","0"
"629","HAO:0000129","anterolateral depression of the petiole","0"
"630","HAO:0000130","anterolateral mesoscutal corner","0"
"631","HAO:0000132","anteroventral pronotal inflection","0"
"632","HAO:0000133","antescutal depression","0"
"633","HAO:0000134","apex gonostipitis","0"
"634","HAO:0000135","apex of the calcar","0"
"635","HAO:0000136","apical clavomere ventral pit","0"
"636","HAO:0000137","apical flagellomere","0"
"637","HAO:0000138","apical parossiculal seta","0"
"638","HAO:0000139","apical process of the labrum","0"
"639","HAO:0000140","apical row of spines","0"
"640","HAO:0000141","apiceps","0"
"641","HAO:0000143","apophysis","0"
"642","HAO:0000145","appendage segment","0"
"643","HAO:0000147","areolet","0"
"644","HAO:0000148","arolium","0"
"645","HAO:0000149","articular line","0"
"646","HAO:0000152","aulax","0"
"647","HAO:0000153","auxilia","0"
"648","HAO:0000154","auxiliar sclerite","0"
"649","HAO:0000157","axillary cord","0"
"650","HAO:0000158","axillary region","0"
"651","HAO:0000159","axillary sclerite","0"
"652","HAO:0000160","axillula","0"
"653","HAO:0000161","axillular carina","0"
"654","HAO:0000162","axillular setae","0"
"655","HAO:0000163","band","0"
"656","HAO:0000164","bar","0"
"657","HAO:0000165","basal bridge","0"
"658","HAO:0000166","basal grooves","0"
"659","HAO:0000167","basal hooklets","0"
"660","HAO:0000168","gonostipes/volsella complex","0"
"661","HAO:0000169","basal transverse carina of third abdominal tergite","0"
"662","HAO:0000172","basiconic capitate peg sensillum","0"
"663","HAO:0000173","basicosta","0"
"664","HAO:0000174","basicostal suture","0"
"665","HAO:0000179","basiura","0"
"666","HAO:0000180","basivalvula","0"
"667","HAO:0000181","blade","0"
"668","HAO:0000184","bulla","0"
"669","HAO:0000185","calcar","0"
"670","HAO:0000186","calyx","0"
"671","HAO:0000187","cardo","0"
"672","HAO:0000191","cercus","0"
"673","HAO:0000194","cervical pronotal area","0"
"674","HAO:0000195","cervical sclerite","0"
"675","HAO:0000196","cervix","0"
"676","HAO:0000197","chaetobothria","0"
"677","HAO:0000198","chalaza","0"
"678","HAO:0000199","chamber of the metanotum","0"
"679","HAO:0000200","cheek","0"
"680","HAO:0000201","cibarium","0"
"681","HAO:0000202","circumocular ridge","0"
"682","HAO:0000203","clava","0"
"683","HAO:0000204","claval fold","0"
"684","HAO:0000205","claval lobe","0"
"685","HAO:0000206","cleaning brush","0"
"686","HAO:0000207","closed coxal cavity","0"
"687","HAO:0000208","club","0"
"688","HAO:0000209","ventral rim of clypeus","0"
"689","HAO:0000210","clypeal process","0"
"690","HAO:0000211","clypeo-pleurostomal line","0"
"691","HAO:0000213","coeloconic sensillum","0"
"692","HAO:0000214","colleterial gland","0"
"693","HAO:0000215","protibial comb","0"
"694","HAO:0000216","comb of the spur","0"
"695","HAO:0000217","compound eye","0"
"696","HAO:0000218","condylar carina of the mandible","0"
"697","HAO:0000219","condylar groove","0"
"698","HAO:0000222","corbicula","0"
"699","HAO:0000224","coronal suture","0"
"700","HAO:0000227","costal notch","0"
"701","HAO:0000230","coxal corium","0"
"702","HAO:0000231","cranial condyle","0"
"703","HAO:0000232","cranio-antennal muscle","0"
"704","HAO:0000233","cranio-pharyngeal plate muscle","0"
"705","HAO:0000235","crest","0"
"706","HAO:0000236","crossvein","0"
"707","HAO:0000238","cupula","0"
"708","HAO:0000239","cuspis","0"
"709","HAO:0000241","depression","0"
"710","HAO:0000242","dicondylic joint","0"
"711","HAO:0000246","apical gonostyle/volsella complex-harpal muscle","0"
"712","HAO:0000247","distal gonostipo-parossiculal muscle","0"
"713","HAO:0000248","distal tarsal plantula","0"
"714","HAO:0000249","distivolsellar apodeme","0"
"715","HAO:0000250","distodorsal gonostyle/volsella complex-penisvalval muscle","0"
"716","HAO:0000251","distoventral gonostyle/volsella complex-penisvalval muscle","0"
"717","HAO:0000253","dorsal cibarial dilatator muscle","0"
"718","HAO:0000254","dorsal incision of the pronotum","0"
"719","HAO:0000256","dorsal mesometapleural carina","0"
"720","HAO:0000257","dorsal mesopleural inflection","0"
"721","HAO:0000259","dorsal mesopostnotal incision","0"
"722","HAO:0000260","dorsal metafurcal lamella","0"
"723","HAO:0000261","dorsal metapleural area","0"
"724","HAO:0000262","dorsal pharyngeal dilatator","0"
"725","HAO:0000263","dorsal plate","0"
"726","HAO:0000264","dorsal premental adductor","0"
"727","HAO:0000265","dorsal profurcal lamella","0"
"728","HAO:0000266","dorsal profurco-postoccipital muscle","0"
"729","HAO:0000267","dorsal pronotal area","0"
"730","HAO:0000268","dorsal pronotal corner","0"
"731","HAO:0000269","dorsal pronotal inflection","0"
"732","HAO:0000271","dorsal propleural ridge","0"
"733","HAO:0000272","dorsal propodeal inflection","0"
"734","HAO:0000273","dorsal rod","0"
"735","HAO:0000274","dorsal premento-salivarial muscle","0"
"736","HAO:0000276","dorsal tooth of mandible","0"
"737","HAO:0000277","dorso-pleural line","0"
"738","HAO:0000278","dorsolateral cupulo-gonostyle/volsella complex muscle","0"
"739","HAO:0000279","dorsomedial cupulo-gonostyle/volsella complex muscle","0"
"740","HAO:0000280","dorsope","0"
"741","HAO:0000281","dorsum","0"
"742","HAO:0000282","duct","0"
"743","HAO:0000283","ductus ejaculatorius","0"
"744","HAO:0000284","ectophallus","0"
"745","HAO:0000286","egg","0"
"746","HAO:0000287","anellus","0"
"747","HAO:0000288","empodium","0"
"748","HAO:0000289","encircling groove","0"
"749","HAO:0000290","endocuticle","0"
"750","HAO:0000291","endophallus","0"
"751","HAO:0000293","epicnemial pit","0"
"752","HAO:0000297","epicranial suture","0"
"753","HAO:0000298","epidermis","0"
"754","HAO:0000302","epipygium","0"
"755","HAO:0000304","epistomal declivity","0"
"756","HAO:0000305","epistomal ridge","0"
"757","HAO:0000306","epistomal sulcus","0"
"758","HAO:0000307","epomial carina","0"
"759","HAO:0000308","ergot","0"
"760","HAO:0000310","evaporatorium","0"
"761","HAO:0000311","exocuticle","0"
"762","HAO:0000312","external male genitalia","0"
"763","HAO:0000313","external paramera","0"
"764","HAO:0000314","premento-palpal muscle","0"
"765","HAO:0000315","exuvia","0"
"766","HAO:0000317","facial fovea","0"
"767","HAO:0000318","facial orbit","0"
"768","HAO:0000319","facial pit","0"
"769","HAO:0000320","facial sulcus","0"
"770","HAO:0000321","fascia","0"
"771","HAO:0000322","felt field","0"
"772","HAO:0000323","felt line","0"
"773","HAO:0000325","femoral depression","0"
"774","HAO:0000326","femoral groove","0"
"775","HAO:0000328","fibula ducti","0"
"776","HAO:0000330","first axillary sclerite","0"
"777","HAO:0000331","first median plate","0"
"778","HAO:0000332","first mesopleuro-mesonotal muscle","0"
"779","HAO:0000333","first phragmo-postoccipital muscle","0"
"780","HAO:0000334","first phragmo-propleural muscle","0"
"781","HAO:0000335","first phragmo-second phragmal muscle","0"
"782","HAO:0000336","distal gonostyle/volsella complex-harpal muscle","0"
"783","HAO:0000337","first subdiscal","0"
"784","HAO:0000338","first valvifer","0"
"785","HAO:0000340","fissure","0"
"786","HAO:0000341","flabellum","0"
"787","HAO:0000342","flagellomere","0"
"788","HAO:0000343","flagellum","0"
"789","HAO:0000346","foramen genitale","0"
"790","HAO:0000348","fore coxa","0"
"791","HAO:0000352","forewing","0"
"792","HAO:0000354","frenal line","0"
"793","HAO:0000356","frontal line","0"
"794","HAO:0000357","frontal orbit","0"
"795","HAO:0000358","frontal patch","0"
"796","HAO:0000359","frontal scrobe","0"
"797","HAO:0000360","frontal suture","0"
"798","HAO:0000361","functional mouth","0"
"799","HAO:0000362","funicle","0"
"800","HAO:0000363","funicle segment","0"
"801","HAO:0000365","furcal arm","0"
"802","HAO:0000367","furcasternum","0"
"803","HAO:0000369","gaster","0"
"804","HAO:0000370","gastrocoelus","0"
"805","HAO:0000371","gena","0"
"806","HAO:0000372","genal bridge","0"
"807","HAO:0000373","genal patch","0"
"808","HAO:0000375","gland","0"
"809","HAO:0000377","premento-glossal muscle","0"
"810","HAO:0000379","gonad","0"
"811","HAO:0000380","gonocondyle","0"
"812","HAO:0000381","gonoforceps","0"
"813","HAO:0000382","gonomacula","0"
"814","HAO:0000383","gonopod","0"
"815","HAO:0000384","gonossiculo-phallotremal muscle","0"
"816","HAO:0000385","gonossiculus","0"
"817","HAO:0000386","gonostipes","0"
"818","HAO:0000387","gonostipital arm","0"
"819","HAO:0000388","gonostipo-volsellal muscle","0"
"820","HAO:0000389","gonostyle","0"
"821","HAO:0000390","gradulus","0"
"822","HAO:0000391","gula","0"
"823","HAO:0000392","gular ridge","0"
"824","HAO:0000393","gular sulcus","0"
"825","HAO:0000394","hamulus","0"
"826","HAO:0000395","harpe","0"
"827","HAO:0000396","harpo-gonomaculal muscle","0"
"828","HAO:0000401","hindwing","0"
"829","HAO:0000402","median complex","0"
"830","HAO:0000403","humeral plate","0"
"831","HAO:0000405","hymenopteran","0"
"832","HAO:0000406","hyperoccipital carina","0"
"833","HAO:0000407","hypoclypeal depression","0"
"834","HAO:0000408","hypopharyngeal rod","0"
"835","HAO:0000410","hypopygium","0"
"836","HAO:0000411","hypostoma","0"
"837","HAO:0000412","hypostomal bridge","0"
"838","HAO:0000413","hypostomal carina","0"
"839","HAO:0000414","hypostomal sulcus","0"
"840","HAO:0000415","hypostomal suture","0"
"841","HAO:0000416","hypostomal tooth","0"
"842","HAO:0000420","integrated tarsal plantula","0"
"843","HAO:0000422","interantennal process","0"
"844","HAO:0000423","interantennal process","0"
"845","HAO:0000424","interantennal prominence","0"
"846","HAO:0000425","interaxillar sulcus","0"
"847","HAO:0000426","intercoxal space","0"
"848","HAO:0000427","internal male genitalia","0"
"849","HAO:0000428","internal metanotal ridge","0"
"850","HAO:0000429","interocellar pit","0"
"851","HAO:0000430","interocellar space","0"
"852","HAO:0000431","interommatidial seta","0"
"853","HAO:0000432","interorbital space","0"
"854","HAO:0000433","interpenisvalval muscle","0"
"855","HAO:0000434","intersegmental membrane","0"
"856","HAO:0000437","intersternite","0"
"857","HAO:0000438","interstice","0"
"858","HAO:0000439","intertorular carina","0"
"859","HAO:0000440","intervalvula","0"
"860","HAO:0000441","intervolsellal muscle","0"
"861","HAO:0000442","intrinsic muscle of the 9th sternum","0"
"862","HAO:0000443","intrinsic muscle of the gonostipes","0"
"863","HAO:0000444","intrinsic palpal muscle","0"
"864","HAO:0000445","jugal region","0"
"865","HAO:0000446","juxtantennal carina","0"
"866","HAO:0000447","kleisiades","0"
"867","HAO:0000448","labial endite","0"
"868","HAO:0000449","labial gland","0"
"869","HAO:0000451","labial suture","0"
"870","HAO:0000454","labral compressor","0"
"871","HAO:0000455","labral seta","0"
"872","HAO:0000458","lamella","0"
"873","HAO:0000459","larva","0"
"874","HAO:0000460","larval abdomen","0"
"875","HAO:0000461","larval head","0"
"876","HAO:0000462","larval tagma","0"
"877","HAO:0000463","larval thorax","0"
"878","HAO:0000464","lateral S9-cupulal muscle","0"
"879","HAO:0000465","lateral apodeme","0"
"880","HAO:0000466","lateral area of the mesoscutum","0"
"881","HAO:0000467","lateral articular process","0"
"882","HAO:0000468","lateral axillar area","0"
"883","HAO:0000469","lateral bar of the mesoscutellum","0"
"884","HAO:0000470","lateral basisternal projection","0"
"885","HAO:0000471","lateral carina of abdominal tergite 3","0"
"886","HAO:0000472","lateral gonostyle/volsella complex-penisvalval muscle","0"
"887","HAO:0000473","median gonostyle/volsella complex-volsella muscle","0"
"888","HAO:0000474","lateral margin of mesoscutum","0"
"889","HAO:0000477","lateral mesoscutellar spine","0"
"890","HAO:0000479","lateral neck plate","0"
"891","HAO:0000480","lateral ocellar line","0"
"892","HAO:0000481","lateral ocellus","0"
"893","HAO:0000482","lateral profurco-procoxal muscle","0"
"894","HAO:0000483","lateral pronotal area","0"
"895","HAO:0000484","lateral propleural area","0"
"896","HAO:0000485","lateral propodeal area","0"
"897","HAO:0000486","lateral propodeal carina","0"
"898","HAO:0000487","lateral scutellar keel","0"
"899","HAO:0000488","lateral scutellar pit","0"
"900","HAO:0000489","lateral suspensor of the mouth","0"
"901","HAO:0000490","laterocervico-procoxal muscle","0"
"902","HAO:0000491","laterope","0"
"903","HAO:0000492","laterophragma","0"
"904","HAO:0000496","ligula","0"
"905","HAO:0000498","longitudinal line of the dorsal profurcal lamella","0"
"906","HAO:0000499","longitudinal metacoxal carina","0"
"907","HAO:0000500","longitudinal muscle of the sucking pump","0"
"908","HAO:0000501","longitudinal vein","0"
"909","HAO:0000503","malar line","0"
"910","HAO:0000504","malar sulcus","0"
"911","HAO:0000505","male genitalia","0"
"912","HAO:0000507","mandibular adductor muscle apodeme","0"
"913","HAO:0000509","mandibular gland","0"
"914","HAO:0000511","marginal cilia","0"
"915","HAO:0000512","marginal vein","0"
"916","HAO:0000514","maxillary gland","0"
"917","HAO:0000516","medial 9th sterno-cupulal muscle","0"
"918","HAO:0000517","gonostyle/volsella complex-gonossiculus muscle","0"
"919","HAO:0000518","medial propodeal furrow","0"
"920","HAO:0000520","median area of the mesoscutum","0"
"921","HAO:0000522","median mesoscutal line","0"
"922","HAO:0000524","median metapleuro-metacoxal muscle","0"
"923","HAO:0000525","median oblique line","0"
"924","HAO:0000526","median ocellus","0"
"925","HAO:0000527","median plate","0"
"926","HAO:0000530","median propodeal keel","0"
"927","HAO:0000531","median sclerotized style","0"
"928","HAO:0000532","median sulcus of postgenal bridge","0"
"929","HAO:0000533","mediolateral S9-cupulal muscle","0"
"930","HAO:0000534","mentum","0"
"931","HAO:0000535","meron","0"
"932","HAO:0000536","mesepimeral inflection","0"
"933","HAO:0000538","mesepimeral sulcus","0"
"934","HAO:0000539","mesepimeron","0"
"935","HAO:0000540","mesepisternal groove","0"
"936","HAO:0000543","mesocoxal depression","0"
"937","HAO:0000545","mesodiscrimen","0"
"938","HAO:0000546","mesodiscrimenal lamella","0"
"939","HAO:0000550","mesofurco-mesocoxal muscle","0"
"940","HAO:0000551","mesofurco-mesolaterophragmal muscle","0"
"941","HAO:0000553","mesometapleural sulcus","0"
"942","HAO:0000554","mesometapleural suture","0"
"943","HAO:0000555","mesometapleuron","0"
"944","HAO:0000559","mesopleural carina","0"
"945","HAO:0000561","mesopleural pit","0"
"946","HAO:0000563","mesopleuro-mesobasalar muscle","0"
"947","HAO:0000569","mesoscutal humeral sulcus","0"
"948","HAO:0000570","mesoscutal suprahumeral sulcus","0"
"949","HAO:0000571","mesoscutellar appendage","0"
"950","HAO:0000578","mesosterno-mesocoxal muscle","0"
"951","HAO:0000580","mesosternum","0"
"952","HAO:0000581","mesosubalare","0"
"953","HAO:0000584","mesotrochantin","0"
"954","HAO:0000585","mesotrochantinal plate","0"
"955","HAO:0000588","metacoxal depression","0"
"956","HAO:0000595","metafurco-mesofurcal","0"
"957","HAO:0000596","metafurco-metacoxal muscle","0"
"958","HAO:0000597","metafurco-metatrochanteral muscle","0"
"959","HAO:0000598","metafurco-second abdominal sternal muscle","0"
"960","HAO:0000599","metanotal spine","0"
"961","HAO:0000600","metanotal trough","0"
"962","HAO:0000601","metanotal-propodeal sulcus","0"
"963","HAO:0000610","metapleural epicoxal carina","0"
"964","HAO:0000611","metapleural epicoxal sulcus","0"
"965","HAO:0000613","metapleural ridge","0"
"966","HAO:0000614","metapleural sulcus","0"
"967","HAO:0000615","metapleural triangle","0"
"968","HAO:0000618","metapleuro-metasubalar muscle","0"
"969","HAO:0000620","metapleuro-third axillary sclerite of hind wing muscle","0"
"970","HAO:0000622","metapostnotum","0"
"971","HAO:0000623","metascutellar arm","0"
"972","HAO:0000627","metasomal depression","0"
"973","HAO:0000628","metasternum","0"
"974","HAO:0000629","metasubalare","0"
"975","HAO:0000633","metepisternal depression","0"
"976","HAO:0000634","metepisternum","0"
"977","HAO:0000637","midpit","0"
"978","HAO:0000638","monocondylic joint","0"
"979","HAO:0000640","multiporous plate sensillum","0"
"980","HAO:0000642","muscle bearing process of the metanotum","0"
"981","HAO:0000643","musculus retractor unguis","0"
"982","HAO:0000644","netrion","0"
"983","HAO:0000645","netrion apodeme","0"
"984","HAO:0000646","netrion sulcus","0"
"985","HAO:0000649","notopleural suture","0"
"986","HAO:0000651","nucha","0"
"987","HAO:0000652","occipital arch","0"
"988","HAO:0000654","propleural fossa of the cranium","0"
"989","HAO:0000655","occipital depression","0"
"990","HAO:0000657","occiptal condyle","0"
"991","HAO:0000659","occlusor muscle apodeme","0"
"992","HAO:0000660","ocellar fovea","0"
"993","HAO:0000661","ocellus","0"
"994","HAO:0000662","ocular ocellar line","0"
"995","HAO:0000663","ocular sclerite","0"
"996","HAO:0000664","ocular suture","0"
"997","HAO:0000665","odontoidea","0"
"998","HAO:0000666","ommatidium","0"
"999","HAO:0000667","open coxal cavity","0"
"1000","HAO:0000668","operculum","0"
"1001","HAO:0000669","oral cavity","0"
"1002","HAO:0000671","orbicula","0"
"1003","HAO:0000673","orbital band","0"
"1004","HAO:0000674","orbital carina","0"
"1005","HAO:0000675","outer carina of the mandible","0"
"1006","HAO:0000676","outer groove","0"
"1007","HAO:0000677","outer orbit","0"
"1008","HAO:0000678","ovipore","0"
"1009","HAO:0000681","paddle shaped seta","0"
"1010","HAO:0000682","palpifer","0"
"1011","HAO:0000685","paracoxal sulcus","0"
"1012","HAO:0000687","premento-paraglossal muscle","0"
"1013","HAO:0000688","paramandibular process","0"
"1014","HAO:0000689","paraocular area","0"
"1015","HAO:0000690","paraocular carina","0"
"1016","HAO:0000691","paraocular lobe","0"
"1017","HAO:0000692","parapenis","0"
"1018","HAO:0000693","parapenisjugum","0"
"1019","HAO:0000695","parapsis","0"
"1020","HAO:0000696","parascrobal area","0"
"1021","HAO:0000698","paravalva","0"
"1022","HAO:0000699","parietal","0"
"1023","HAO:0000700","parietal band","0"
"1024","HAO:0000701","parossiculo-penisvalval muscle","0"
"1025","HAO:0000702","parossiculo-phallotremal muscle","0"
"1026","HAO:0000703","parossiculus","0"
"1027","HAO:0000706","pedicel","0"
"1028","HAO:0000707","penisvalva","0"
"1029","HAO:0000708","penisvalvo-endophallal muscle","0"
"1030","HAO:0000709","penisvalvo-gonossiculal muscle","0"
"1031","HAO:0000710","penisvalvo-phallotremal muscle","0"
"1032","HAO:0000711","peristome","0"
"1033","HAO:0000712","peritreme","0"
"1034","HAO:0000713","phallobase","0"
"1035","HAO:0000714","phallotrema","0"
"1036","HAO:0000715","pharate adult","0"
"1037","HAO:0000719","planta","0"
"1038","HAO:0000721","pleural apophysis","0"
"1039","HAO:0000722","pleural area","0"
"1040","HAO:0000725","pleural suture","0"
"1041","HAO:0000726","pleural wing process","0"
"1042","HAO:0000727","pleurite","0"
"1043","HAO:0000728","pleuro-ventral line","0"
"1044","HAO:0000730","pleurostoma","0"
"1045","HAO:0000731","pleurostomal condyle","0"
"1046","HAO:0000732","pleurostomal fossa","0"
"1047","HAO:0000733","pleurostomal ridge","0"
"1048","HAO:0000734","pleurostomal suture","0"
"1049","HAO:0000735","plica","0"
"1050","HAO:0000736","plica basalis","0"
"1051","HAO:0000737","plica vannalis","0"
"1052","HAO:0000738","plical area","0"
"1053","HAO:0000739","pollex","0"
"1054","HAO:0000740","postacetabular patch","0"
"1055","HAO:0000741","postacetabular sulcus","0"
"1056","HAO:0000742","postalar process","0"
"1057","HAO:0000743","postclypeus","0"
"1058","HAO:0000744","postcubitus","0"
"1059","HAO:0000745","anterior cranio-mandibular muscle","0"
"1060","HAO:0000746","posterior extension of preaxilla","0"
"1061","HAO:0000747","posterior glossal plate","0"
"1062","HAO:0000748","posterior glossal sclerite","0"
"1063","HAO:0000749","posterior labral retractor","0"
"1064","HAO:0000750","posterior lingual plate","0"
"1065","HAO:0000751","posterior mesepimeral area","0"
"1066","HAO:0000752","posterior mesepimeral inflection","0"
"1067","HAO:0000756","posterior mesopleuro-third axillary sclerite of fore wing muscle","0"
"1068","HAO:0000758","posterior notal wing process","0"
"1069","HAO:0000759","posterior ocellar line","0"
"1070","HAO:0000760","posterior profurcal lamella","0"
"1071","HAO:0000762","posterior pronotal sulcus","0"
"1072","HAO:0000763","posterior propodeal projection","0"
"1073","HAO:0000764","posterior scutellar depression","0"
"1074","HAO:0000765","posterior scutum","0"
"1075","HAO:0000766","posterior subalar pit","0"
"1076","HAO:0000767","posterior supraalar area","0"
"1077","HAO:0000771","posterodorsal edge of the mesopleuron","0"
"1078","HAO:0000772","posterolateral pronotal area","0"
"1079","HAO:0000773","posterolateral pronotal carina","0"
"1080","HAO:0000774","posterolateral pronotal sulcus","0"
"1081","HAO:0000775","posteroventral metapleural pit","0"
"1082","HAO:0000776","postgena","0"
"1083","HAO:0000777","postgenal bridge","0"
"1084","HAO:0000778","postgenal cushion","0"
"1085","HAO:0000779","postgenal pit","0"
"1086","HAO:0000780","postgenal sulcus","0"
"1087","HAO:0000781","postgenal suture","0"
"1088","HAO:0000782","postlabium","0"
"1089","HAO:0000784","postmedian notal wing process","0"
"1090","HAO:0000786","postnotum","0"
"1091","HAO:0000787","postoccipital ridge","0"
"1092","HAO:0000788","postoccipital sulcus","0"
"1093","HAO:0000789","postoccipital suture","0"
"1094","HAO:0000791","postocellar furrow","0"
"1095","HAO:0000792","postocellar vertex","0"
"1096","HAO:0000793","postorbital carina","0"
"1097","HAO:0000795","postphragma","0"
"1098","HAO:0000796","poststernite","0"
"1099","HAO:0000797","posttergite","0"
"1100","HAO:0000798","preapical tooth","0"
"1101","HAO:0000799","prearticular incisure","0"
"1102","HAO:0000800","preaxilla","0"
"1103","HAO:0000801","preaxillar carina","0"
"1104","HAO:0000802","prelabium","0"
"1105","HAO:0000803","postmento-premental muscle","0"
"1106","HAO:0000804","prementum","0"
"1107","HAO:0000805","preoccipital carina","0"
"1108","HAO:0000806","preoccipital furrow","0"
"1109","HAO:0000807","preoccipital lunula","0"
"1110","HAO:0000808","preocellar pit","0"
"1111","HAO:0000810","preorbital carina","0"
"1112","HAO:0000812","prepupa","0"
"1113","HAO:0000813","prescutal ridge","0"
"1114","HAO:0000814","prescutal sulcus","0"
"1115","HAO:0000815","prescutum","0"
"1116","HAO:0000816","prespecular sulcus","0"
"1117","HAO:0000817","prespiracular propodeal area","0"
"1118","HAO:0000818","presternum","0"
"1119","HAO:0000819","prestigma","0"
"1120","HAO:0000820","pretarsus","0"
"1121","HAO:0000821","primary gonopore","0"
"1122","HAO:0000823","prodiscrimen","0"
"1123","HAO:0000824","prodiscrimenal lamella","0"
"1124","HAO:0000826","profurcal arm","0"
"1125","HAO:0000828","profurco-laterocervical muscle","0"
"1126","HAO:0000830","pronope","0"
"1127","HAO:0000831","pronotal cervical sulcus","0"
"1128","HAO:0000832","pronotal collar","0"
"1129","HAO:0000833","pronotal cushion","0"
"1130","HAO:0000834","pronotal flange","0"
"1131","HAO:0000835","pronotal groove","0"
"1132","HAO:0000837","pronotal neck","0"
"1133","HAO:0000838","pronotal plate","0"
"1134","HAO:0000839","pronotal projection","0"
"1135","HAO:0000841","pronotal side","0"
"1136","HAO:0000842","pronotal suprahumeral sulcus","0"
"1137","HAO:0000843","pronotal verricule","0"
"1138","HAO:0000844","pronoto-laterocervical muscle","0"
"1139","HAO:0000847","pronoto-postoccipital muscle","0"
"1140","HAO:0000850","pronoto-prophragmal muscle","0"
"1141","HAO:0000851","pronoto-propleural muscle","0"
"1142","HAO:0000852","pronoto-third axillary sclerite muscle","0"
"1143","HAO:0000857","propleural cervical sulcus","0"
"1144","HAO:0000858","propleural epicoxal sulcus","0"
"1145","HAO:0000860","propleuro-procoxal muscle","0"
"1146","HAO:0000861","propleuro-protrochanteral muscle","0"
"1147","HAO:0000863","propodeal bridge","0"
"1148","HAO:0000867","propodeo-first metasomal spiracle muscle","0"
"1149","HAO:0000868","propodeo-second abdominal sternal muscle","0"
"1150","HAO:0000869","propodeo-second abdominal tergal muscle","0"
"1151","HAO:0000870","prospinasterno-mesofurcal muscle","0"
"1152","HAO:0000872","prosterno-procoxal muscle","0"
"1153","HAO:0000876","proximal gonostipo-parossiculal muscle","0"
"1154","HAO:0000877","proximodorsal gonostyle/volsella complex-penisvalval muscle","0"
"1155","HAO:0000878","proximolateral apodeme of cupula","0"
"1156","HAO:0000879","proximoventral gonostyle/volsella complex-penisvalval muscle","0"
"1157","HAO:0000880","pseudoceps","0"
"1158","HAO:0000882","pteralia","0"
"1159","HAO:0000884","pulvillum","0"
"1160","HAO:0000885","puncture","0"
"1161","HAO:0000886","pupa","0"
"1162","HAO:0000887","pygidial plate","0"
"1163","HAO:0000889","radicle","0"
"1164","HAO:0000891","ramal rod","0"
"1165","HAO:0000892","rami valvularum","0"
"1166","HAO:0000894","remigial region","0"
"1167","HAO:0000895","reproductive system","0"
"1168","HAO:0000896","retractor of the epipharynx","0"
"1169","HAO:0000897","retractor of the mouth angle","0"
"1170","HAO:0000898","rhachis","0"
"1171","HAO:0000902","row of impressions","0"
"1172","HAO:0000904","ruga","0"
"1173","HAO:0000905","salivarial orifice","0"
"1174","HAO:0000906","salivarium","0"
"1175","HAO:0000907","scale","0"
"1176","HAO:0000908","scape","0"
"1177","HAO:0000910","scopa","0"
"1178","HAO:0000913","sculpture","0"
"1179","HAO:0000914","scutellar bridge","0"
"1180","HAO:0000915","scutellar disc","0"
"1181","HAO:0000916","scutellar fovea","0"
"1182","HAO:0000917","scutellar sulcus","0"
"1183","HAO:0000920","scutoscutellar suture","0"
"1184","HAO:0000921","second axillary sclerite","0"
"1185","HAO:0000922","second dorsal diagonal muscle","0"
"1186","HAO:0000923","second median plate","0"
"1187","HAO:0000925","second phragmo-third phragmal muscle","0"
"1188","HAO:0000926","proximal gonostyle/volsella complex-harpal muscle","0"
"1189","HAO:0000928","second valvula","0"
"1190","HAO:0000931","sensillar patch","0"
"1191","HAO:0000932","sensillar patch of the male flagellomere","0"
"1192","HAO:0000934","sensillum trichodeum curvatum","0"
"1193","HAO:0000935","seta","0"
"1194","HAO:0000937","sex flagellomere","0"
"1195","HAO:0000940","skaphion","0"
"1196","HAO:0000941","skaphion carina","0"
"1197","HAO:0000942","spatha","0"
"1198","HAO:0000943","specialized adhesive spur","0"
"1199","HAO:0000944","speculum","0"
"1200","HAO:0000945","spermatheca","0"
"1201","HAO:0000946","spiculum","0"
"1202","HAO:0000947","spina","0"
"1203","HAO:0000952","sternacostal suture","0"
"1204","HAO:0000954","sternellum","0"
"1205","HAO:0000955","sternite","0"
"1206","HAO:0000959","stylet","0"
"1207","HAO:0000960","subalar area","0"
"1208","HAO:0000961","subalar pit","0"
"1209","HAO:0000962","subalare","0"
"1210","HAO:0000963","hypoproct","0"
"1211","HAO:0000964","subantennal area","0"
"1212","HAO:0000966","subaxillular bar","0"
"1213","HAO:0000968","subgenal carina","0"
"1214","HAO:0000969","subgenal coronet","0"
"1215","HAO:0000970","submarginal carina of abdominal tergite","0"
"1216","HAO:0000971","submarginal groove","0"
"1217","HAO:0000972","submarginal vein","0"
"1218","HAO:0000973","submedian carina","0"
"1219","HAO:0000974","submetapleural carina","0"
"1220","HAO:0000976","subpleuron","0"
"1221","HAO:0000977","sucking pump","0"
"1222","HAO:0000979","supraalar area","0"
"1223","HAO:0000980","epiproct","0"
"1224","HAO:0000981","supraclypeal area","0"
"1225","HAO:0000982","suture","0"
